DAILY VALUES

Stations
Stnr;Name;Operates from;Operates until;Altitude;Latitude;Longitude;Municipality;County;Region
17980;OSLO - LJABRUVEIEN;Jan 2000;;92;59.8427;10.8236;Oslo;Oslo;SOUTHEASTERN NORWAY
18210;OSLO - HOVIN;Jan 1999;;100;59.9230;10.8040;Oslo;Oslo;SOUTHEASTERN NORWAY
18269;OSLO - HAUGENSTUA;Jan 2000;;123;59.9540;10.9050;Oslo;Oslo;SOUTHEASTERN NORWAY
18420;OSLO - DISEN;Jun 1998;;130;59.9463;10.7903;Oslo;Oslo;SOUTHEASTERN NORWAY
18815;OSLO - BYGDØY;Jan 2000;;15;59.9050;10.6828;Oslo;Oslo;SOUTHEASTERN NORWAY
18920;OSLO - BESSERUD;Sep 1998;;177;59.9573;10.6710;Oslo;Oslo;SOUTHEASTERN NORWAY
18980;OSLO - LILLEAKER;Jan 2000;;39;59.9203;10.6343;Oslo;Oslo;SOUTHEASTERN NORWAY
26990;SANDE - GALLEBERG;Jan 1995;;60;59.6193;10.2150;Sande;Vestfold;SOUTHEASTERN NORWAY
27270;TØNSBERG - KILEN;Jan 1999;;3;59.2782;10.4312;Tønsberg;Vestfold;SOUTHEASTERN NORWAY

Elements
Code;Name;Unit
TAM;Mean temperature;degC
TAN;Minimum temperature;degC
TAND;Air temperatur;degC
TAX;Maximum temperature;degC
TAXD;Air temperature;degC


****************** NOTE *****************
No data for: 18210, 18210, 18210, 18210, 18210, 18210, 18210, 18210, 18210, 18210, 18210, 18269, 18420, 18980
********************************************

Quality information for calculated values
Explanation;Code
OK;OK
Slightly uncertain;LU
Very uncertain;SU
Very uncertain, modeldata;SU-M
Erroneous;FE

****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain, modeldata' (Level 6 or more).
********************************************

St.no;Date;TAM;fTAM;TAN;fTAN;TAND;fTAND;TAX;fTAX;TAXD;fTAXD
17980;23.07.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;24.07.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;25.07.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;31.08.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;07.09.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;01.10.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;04.10.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;05.10.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;15.10.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;20.10.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;23.10.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;25.10.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;26.10.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;12.11.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;13.11.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;15.11.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;18.11.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;24.11.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;28.11.2002;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;02.01.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;03.02.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;04.02.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;07.02.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;08.02.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;09.02.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;06.03.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;08.03.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;27.04.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;28.04.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;01.05.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;12.05.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;16.05.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;19.05.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;24.05.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;25.05.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;05.06.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;09.06.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;11.06.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;24.06.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;02.07.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;08.07.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;19.07.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;14.08.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;21.08.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;22.08.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;30.08.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;23.09.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;27.09.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;07.10.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;27.10.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;31.10.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;02.11.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;03.11.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;10.11.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;16.11.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;23.11.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;30.11.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;01.12.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;02.12.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;13.12.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;21.12.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;24.12.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;27.12.2003;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;06.01.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;11.01.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;13.01.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;24.01.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;25.01.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;27.01.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;28.01.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;29.01.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;03.02.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;07.02.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;08.02.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;17.02.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;24.02.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;14.03.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;15.03.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;19.03.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;23.03.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;07.04.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;23.04.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;25.04.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;26.04.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;27.04.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;04.05.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;05.05.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;11.05.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
17980;10.06.2004;-9999;LU;-9999;LU;-9999;-9999;-9999;LU;-9999;-9999
